ADELAIDE,ADELAIDE,5,770000,5,320000,58.44
ADELAIDE,NORTH ADELAIDE,10,952500,4,1300000,36.48
ADELAIDE HILLS,ALDGATE,10,670000,7,668750,0.19
ADELAIDE HILLS,ASHTON,,,,,
ADELAIDE HILLS,BASKET RANGE,,,,,
ADELAIDE HILLS,BELAIR,26,588000,16,550000,6.46
ADELAIDE HILLS,BRADBURY,1,586000,,,
ADELAIDE HILLS,BRIDGEWATER,25,452750,12,477000,5.36
ADELAIDE HILLS,CAREY GULLY,,,,,
ADELAIDE HILLS,CASTAMBUL,,,,,
ADELAIDE HILLS,CHERRYVILLE,,,,,
ADELAIDE HILLS,CLELAND,,,,,
ADELAIDE HILLS,CRAFERS,10,752500,3,678250,9.87
ADELAIDE HILLS,CRAFERS WEST,4,559000,6,537500,3.85
ADELAIDE HILLS,DORSET VALE,,,,,
ADELAIDE HILLS,GREENHILL,,,2,572500,
ADELAIDE HILLS,HEATHFIELD,5,558000,3,942500,68.91
ADELAIDE HILLS,HORSNELL GULLY,,,,,
ADELAIDE HILLS,HUMBUG SCRUB,,,,,
ADELAIDE HILLS,IRONBANK,,,1,855000,
ADELAIDE HILLS,KENTON VALLEY,,,,,
ADELAIDE HILLS,LONGWOOD,,,,,
ADELAIDE HILLS,MARBLE HILL,,,,,
ADELAIDE HILLS,MONTACUTE,,,,,
ADELAIDE HILLS,MOUNT GEORGE,,,,,
ADELAIDE HILLS,MYLOR,3,520000,,,
ADELAIDE HILLS,NORTON SUMMIT,,,1,610000,
ADELAIDE HILLS,PICCADILLY,,,,,
ADELAIDE HILLS,ROSTREVOR,32,490000,23,615000,25.51
ADELAIDE HILLS,SCOTT CREEK,,,,,
ADELAIDE HILLS,STIRLING,13,660000,8,700000,6.06
ADELAIDE HILLS,STONYFELL,5,750000,4,950000,26.67
ADELAIDE HILLS,SUMMERTOWN,1,410000,,,
ADELAIDE HILLS,TERINGIE,3,765000,,,
